No	Title	VideoUrl	TimeStamp	Sentence	RowNumber	IsUsefulSentence	Key steps	Verb	Object(directly related with Verb)	Location	Time	Temperature	Other important phrase(like with	key_sentence_prediction
3470	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	00:55.4	i got my pan on high heat adam on carrots first.	9	1	saute carrots	saute	carrots	pan		high heat		1
3471	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:09.3	just kind of coarsely chopped little bit of vegetable pam.	10	1	"chop onion, garlic"	chop	"onion, garlic"					0
3472	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:13.7	some salt and pepper going to season as we go.	11	1	season with salt and pepper	season with	"salt ,pepper"					1
3473	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:18.1	i 'm going to take a quick toss and these are going to take probably three minutes yourself.	12	0								0
3474	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:23.2	just two starts off.	13	0								0
3475	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:24.8	and i do n't like to cook anything supersoft.	14	0								0
3476	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:27.5	but i 've got my pork chopped up ready to go to leftover pork for maine couple pork chops.	15	0								0
3477	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:33.8	i 've got an egg that i added about two tablespoons of water to mixed up thoroughly.	16	0								1
3478	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:39.9	i 've got my rice pre-cooked cooked at this morning.	17	0								0
3479	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:44.0	"erase is absolute perfect for this, and then some frozen peas standing by, so i 'm going to come back in about two minutes will add the ingredients."	18	0								0
3480	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	01:52.4	put everything together OK so before the onion or garlic brown going to give it a little toss i 'm going to add my egg in there.	19	1	add egg	add	egg					0
3481	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:02.4	i 'm going to roll the pan.	20	1	roll pan	roll	pan					0
3482	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:04.7	i like to use a nonstick pan for this recipe.	21	0								0
3483	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:07.2	"roll the pants, or kind of spreads out."	22	0								1
3484	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:09.4	"let the i 'd go for a couple, couple seconds really does n't take all that long and then kind of get in their scramble."	23	0								1
3485	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:15.5	it around and it will kind of separate.	24	0								0
3486	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:18.6	"fall , apart as we add, our other ingredients, i 'm going to add my peas."	25	1	add peas	add	peas					1
3487	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:23.9	i got like a gay quarter cup of frozen peas going to add are pork.	26	1	add pork	add 	pork					0
3488	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:31.8	you really want to get the heat going as much as possible is costs.	27	0								0
3489	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:38.5	"all this, together we gotta season, again, as we go a little bit of salts, little bit of fresh ground, black pepper."	28	0								0
3490	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:50.2	then we 'll hit it with just a little bit of soy sauce.	29	1	add soy sauce	add	soy sauce					0
3491	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:55.2	i find the biggest kind of mistake.	30	0								0
3492	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	02:57.0	"i used to make with adding too much soy sauce, another really take a ton."	31	0								0
3493	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:02.2	"the flavor, everything."	32	0								0
3494	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:03.6	and i do n't really.	33	0								0
3495	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:04.7	i find it can be overpowering pretty quick and we 're going to add two cups.	34	0								0
3496	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:10.9	maybe three two and a half cups of cooked rice if you ever need to add a touch more oil you can do that.	35	1	add rice	add	rice					1
3497	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:21.6	and then i 'm just going to cook this on high heat.	36	0								1
3498	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:25.4	the oil we added all the other ingredients are just going to kind of break up the rice so it does n't really stick together anymore.	37	0								1
3499	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:34.8	"and i 'm going to let this go on high heat for probably five minutes, four minutes."	38	0								1
3500	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:42.0	"he really does depend on your heat, so we 're going to come back."	39	0								0
3501	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:51.2	"my rice is actually just starting to stick to the bottom, which is for me, you."	40	0								0
3502	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:57.3	wanna give it a little taste.	41	0								0
3503	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	03:59.7	make sure your season is good.	42	0								0
3504	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:04.5	mine could use just a little bit more salt and pepper give it one more toss.	43	0								0
3505	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:11.5	and we 're good to go.	44	0								0
3506	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:12.3	let 's start this up.	45	0								0
3507	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:14.1	"let 's go ahead and serve up this beautiful, colorful, and delicious fried rice you can obviously make this a whole meal in itself or serve it as a side dish."	46	0								0
3508	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:26.8	"it 's got plenty of ingredients in there, and this is obviously one of those dishes you can really kind of throw anything at all in there."	47	0								0
3509	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:35.0	"you want anything you got in the fridge, and he leftovers and you 're going to absolutely love, it."	48	0								0
3510	pork fried rice	https://www.youtube.com/watch?v=TyR6QO1pVCo	04:40.6	i 'll see you next time on no recipe required.	49	0								0
3511	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:01.7	"hi , everyone today i can make a very easy, but and, practical."	0	0								0
3512	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:11.4	i cannot make the eight.	1	0								0
3513	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:13.2	prior i 'm just basic.	2	0								0
3514	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	0:00:17	"i have friday, and i have a pretty a piece of saul and a piece of sugar and one teaspoon of arctic and labor and three eight, that 's it for the prior area in three D M for me that the basic one."	3	0								0
3515	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:35.4	but it taste very good.	4	0								0
3516	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:38.3	"also , i gonna sleep with the trailer park anna public, separated the oysters."	5	0								1
3517	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:51.6	let 's go with the prime.	6	0								0
3518	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	0:00:54	"i 've gotta, add it in the bowl when it alright."	7	0								0
3519	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	00:59.7	let 's stop through a rider in how.	8	0								0
3520	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	01:05.0	now i can come and eat lunch free tablespoon of a on and for me basic prior i lighting.	9	1	add oil	add	oil					0
3521	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	01:35.8	"i do n't need the to pry valid, becoming too much."	10	0								0
3522	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	01:41.9	it taste good.	11	0								0
3523	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	01:43.6	"i can make it without you, a dollar eight."	12	0								0
3524	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	02:33.7	i 'm so far from anything i need.	13	0								0
3525	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	02:35.9	left her a little bit of practice for two and a little bit of background so close.	14	0								0
3526	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	03:06.0	"hello , outlander who are india, a little bit of starbucks, i saw my dad."	15	0								0
3527	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	03:15.1	"hello , a little bigger looking right now."	16	0								0
3528	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	03:33.8	i cannot add layer teaspoon of chicken flavor.	17	1	add chicken flavor	add 	chicken flavor					0
3529	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	03:39.0	because the whole people it 's gonna be maybe two thirty before sofie search on a little bit.	18	0								0
3530	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	03:48.1	"not a teaspoon about half teaspoon and, uh, a little bit of salt."	19	1	add salt	add	salt					1
3531	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	04:04.8	"my , my little bit of super commute to be sweet caps."	20	0								0
3532	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	04:08.8	perfect later biggest blackhead power.	21	0								0
3533	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	04:23.4	"an sitting, please, that, that anything to make it like ingredient."	22	0								0
3534	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	04:45.0	"but the test their goods green tea, i already talked just one, i had after the value yes and you need some other song you can add some more salt."	23	0								0
3535	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	05:30.1	"but for me, that 's good enough to me for the thirty."	24	0								0
3536	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	05:34.8	because we cannot publix cafe.	25	0								0
3537	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	05:39.1	because access a real cop for devils close enough for the it S very good.	26	0								0
3538	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	05:48.3	"now ready to serve, it has very good not my ingredient."	27	0								0
3539	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	06:29.6	"but press and ha popeye, marinade with the, uh, a little bit solemn girl and dark side job and bon red van i do n't need more probably narrator ready to sell for the prime, uh, a crime."	28	0								0
3540	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	07:45.8	so bitter clear pop an cabbage subway with the i said that i hope do like the video and try not much ingredient.	29	0								0
3541	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	07:59.2	but a place very good for the prior i for everything it 's not very good.	30	0								0
3542	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	08:04.3	unless this about not even three dollars my pop does a little bit of pop ann eight i have lion suppliers who are three people.	31	0								0
3543	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	08:21.0	"so it 's a very good, good bucket in high school pool only take ten minutes ago."	32	0								0
3544	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	08:29.4	"yeah , and only take about ten minutes not even ten minutes for the prior, i an which obel."	33	0								0
3545	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	08:37.0	but for real pop about maybe fifteen minute pop put in some post code and grill the small one.	34	0								1
3546	pork fried rice	https://www.youtube.com/watch?v=ewy22Ds53uw	08:49.0	"so i hope you enjoy the widow and thank you for watching bye, bye."	35	0								0
3547	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:00.5	"hello , this is chef john from food wishes."	0	0								0
3548	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:02.7	dot com with pork fried keenwah that 's right.	1	0								0
3549	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:07.0	this is our first cymon recipe.	2	0								0
3550	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:08.7	thank you for noticing.	3	0								0
3551	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:10.0	and while i do enjoy the flavor of keen wah i 'm certainly not above covering it up with fried ham peppers and onions.	4	0								0
3552	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:16.9	"so let me show you this super easy and very nutritious, keenwah recipe idea."	5	0								0
3553	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:22.1	so we 're going to start by rinsing some quinoa.	6	1	rinse quinoa	rinse	quinoa					1
3554	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:24.2	often cold running water.	7	0								1
3555	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:26.5	"some of these packages will say prewash, but do n't believe the hype."	8	0								0
3556	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:29.2	"why should anyway just in case under cold water for about a minute we 're going to let that drain really, well, we 're going to dump it in a saucepan alright and the amounts here are critical?"	9	1	dump quinoa in saucepan	dump	quinoa	saucepan				1
3557	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:39.9	so make sure you go to food wishes.	10	0								0
3558	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:41.0	dot com to get all the accurate ingredient amounts.	11	0								1
3559	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:44.2	so we 're going to dump that in a saucepan we 're going to add cold water and a pinch assaults.	12	1	"add cold water, walt"	add	"cold water, salt"					1
3560	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:49.5	we 're going to put that on high heat.	13	0								1
3561	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:51.2	we 're going to bring it to a simmer and as soon as it starts to simmer.	14	1	bring to simmer	simmer	quinoa					1
3562	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:54.9	i 'm going to give it a stir.	15	1	stir mixture	stir	mixture					0
3563	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:56.0	i 'm going to quickly cover it.	16	1	cover saucepan	cover	saucepan					1
3564	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	00:57.7	"we 're going to reduce the flame down to low, and we 're simply going to simmer slowly minutes and after fifteen minutes, we 're simply going to turn off the heat and let it sit there covered for another five minutes, and then it 's ready to fluff and add to the rest of the ingredients, which is what we 're going to be prepping."	17	1	reduce heat	reduce	heat		15 minutes	low heat		1
3565	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:13.6	"while the keen wah cooks, so we 're going to go ahead and dice up some smoked ham."	18	1	dice up smoked hame	dice up	smoked ham					1
3566	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:17.9	you can see.	19	0								0
3567	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:18.4	"i 've already messed up some garlic cut up some red pepper, cut up some green onions mostly the white parts going to save some of the green tops for the end, as usual, and."	20	0								1
3568	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:27.2	"because keen was such a small little grain by the way, it 's not a great, it 's a seed."	21	0								0
3569	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:31.3	but anyway because it 's such a small seed furnished to be too big.	22	0								0
3570	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:35.3	"so nice small dice on this stuff is going to work perfectly, and once that 's prep, we 're going to take a big old frying pan or going to place it on medium heat, and then there going to put just a little bit of vegetable oil."	23	1	put vegetable oil on frying pan	put	vegetable oil	frying pan		medium heat		1
3571	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:45.3	"maybe a tablespoon going to keep this much, much, much lighter than a traditional pork fried rice."	24	0								0
3572	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:51.1	we 're going to jump in the ham the peppers and the onions and we 're going to cook that stirring for about.	25	1	"dump in, cook, stir ham, peppers, onions"	dump ; cook; stir	"ham, peppers, onions;ham, peppers, onions;ham, peppers, onions"					1
3573	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:55.9	i do n't know five minutes or so.	26	0								0
3574	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	01:57.3	we definitely want to keep some texture in the onions and peppers.	27	0								1
3575	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:00.1	"but we do want the edges of the ham to kind of karma lies a little bit that we sweetens it up beautiful smokey flavor, you 'll also notice would be a little bit of a fonda building up on the bottom of the pan that 's actually going to get the glazed off by the moisture from the keen wah."	28	0								0
3576	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:15.0	"so stay tuned for that, and once are ham is cooked, we have one last step."	29	0								0
3577	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:19.1	we 're going to throw in the mince garlic.	30	1	throw in minced garlic	throw in	minced garlic					1
3578	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:20.8	"we 're going to turn off the heat, and we 're just going to turn that around, i do n't want garlic to brown, and there 's plenty of heat in the pan and it 's also going to continue to cook when we put in the keen wah."	31	1	turn off heat	turn off	heat					0
3579	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:30.1	so that 's why i 'm turning off the heat.	32	0								0
3580	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:31.4	"at this point by the way, you can do this part ahead of time and just continue on when you 're keen was cooked simultaneously."	33	0								0
3581	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:38.0	"so at this point my, keen wah was done."	34	0								0
3582	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:40.1	"it 's at for five minutes, i remove the lid and we 're going to fluff it up a little bit."	35	1	fluff quinoa	fluff	quinoa					1
3583	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:44.0	"look at that, so pretty all the moisture is absorbed."	36	0								0
3584	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:46.6	"but it 's certainly not dry those who sees will be tender, but not mushy."	37	0								0
3585	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:50.8	they 're still going to have a little bit of a bite to them.	38	0								0
3586	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:52.8	so that 's perfect.	39	0								0
3587	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:54.1	i 'm going to go ahead and dump that into the frying pan.	40	1	dump quinoa in frying pan	dump	quinoa	frying pan				0
3588	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:56.5	we could put our heat back on medium low.	41	0								0
3589	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	02:59.0	"and we 're going to take a spoon or spatula and just stir that in to the ham, onion pepper mixture."	42	1	stir quinoa into mixture	stir	quinoa	mixture				1
3590	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:04.2	"and you remember what i said about that a little bit of carmelization at the bottom of the pan, do moisture on the keen wah?"	43	0								0
3591	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:09.6	it 's going to absorb all that flavor and color.	44	0								0
3592	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:12.1	"so i 'm just going to turn that around for about two minutes, and then to finish we 're going to season this with a little bit of seasoned rice vinegar, a little splashes soy sauce."	45	1	"season with rice vinegar, soy sauce"	season with	"rice vinegar, soy sauce"					1
3593	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:21.7	"and then, of course, i need a little heat mine."	46	0								0
3594	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:23.4	i 'm going to use a little charata.	47	0								0
3595	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:24.8	"hot sauce, anything spicy would be delicious."	48	0								0
3596	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:27.8	if you went through an egg in here like regular fried rice.	49	0								0
3597	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:30.2	"go ahead, but i do n't think it works as well with keen allows it does with rice, so i 'm gonna put the egg but feel free."	50	0								0
3598	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:35.0	in fact next time i might try topping this with a poached day which i think would be and of course.	51	0								0
3599	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:40.9	"the green onion tops turd that in and when i say this is easy i 'm not kidding, as soon as you mix in those ingredients, and it 's all heated through your ready to eat."	52	0								1
3600	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:49.8	this is so incredibly fast and simple.	53	0								0
3601	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	03:51.7	"this is like the dream weeknight dinner, especially if you 're doing this with leftover, keenwah, orquin, why you cooked ahead of time this whole dinner is going to take about fifteen twenty minutes to do so."	54	0								0
3602	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:01.6	let 's go ahead and put that up.	55	0								0
3603	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:02.8	i 'm going to finish with some toasted sesame E seeds for me.	56	1	finish with toasted sesame seeds	finish with	toasted sesame seeds					0
3604	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:06.0	"sesame E oil, a little too strong in this, but i do like that subtle nutty note."	57	0								0
3605	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:12.0	"so , i want to put a few those on and there you go."	58	0								0
3606	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:14.6	"pork , fried, keen wah, and we all know how nutritious and awesome keen."	59	0								0
3607	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:18.5	"why is it 's a super food as they say, but, you know, what who cares about super foods, if they do n't taste good and with this here that 's not a problem this really is."	60	0								0
3608	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:27.3	"so tasty, and delicious, you will not be thinking for a second, you 're eating healthy, we have no problem with cooking healthy as long as it looks like this, and it does n't taste healthy, then, everybody wins?"	61	0								0
3609	pork fried rice	https://www.youtube.com/watch?v=pOP5Zzm19kc	04:38.6	"so i really hope you give this a try head over to food wishes, dot com for green amounts and more info as usual, and as ellies enjoy."	62	0								0
3610	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	00:00.5	"hey , we 're going to make some public your pool."	0	0								0
3611	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	00:05.9	"if i right, today we 're going to use some pins."	1	0								0
3612	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	00:10.0	"pro ann barbecue pro and onions and green onion and some price and, first, you have to put some oil in the pan wait until the oil cleanup."	2	1	put oil in a pan	put	oil	pan				1
3613	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	00:38.5	"another , the oil hot enough."	3	0								0
3614	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	00:43.1	and we put the egg in it.	4	1	put an egg in	put 	egg					1
3615	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	00:59.6	now we put out and stuff in it if you want to use a topical pump you can look it up in the how to make barbecue pop and the video hey.	5	1	"add pork, bean sprouts, green onions"	add	"pork, bean sprouts, green onions"					0
3616	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	01:27.4	"i put the rice inner, please make sure they are blue tops or the right."	6	1	put rice in	put in	rice					1
3617	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	02:13.1	do not take together and just real fast real easy for you?	7	0								0
3618	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	02:23.1	just all dismissible is very cold.	8	0								0
3619	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	02:27.4	"an all white apple, very better voice apple."	9	0								0
3620	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	02:39.5	and only put the soy sauce.	10	1	put soy sauce	put	soy sauce					1
3621	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	02:57.3	"hey , another where did you get on the flight."	11	0								0
3622	pork fried rice	https://www.youtube.com/watch?v=mUk0FmDrBb8	03:33.5	"now , the barbeque profile, why is done?"	12	0								0
3623	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:00.3	welcome back to true treats this week.	0	0								0
3624	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:02.0	"we 're making wiener, schnitzel and noodle, wiener, schnitzel is best described as crispy thin meat."	1	0								0
3625	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:22.4	so the first thing you 're going to need to do is pound out your protein.	2	0								1
3626	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:27.8	we placed our pork chops in between a piece of saran wrap.	3	1	place pork chops in saran wrap	place	pork chops	saran wrap				1
3627	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:30.6	we do this.	4	0								0
3628	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:31.1	because it protects the outside of the meat from getting mashed ambushed up when you 're pounding it flat after your done tenderizing and pounding out the meat you could take some salt and pepper and be sure to spread it evenly on both sides then it 's time to set up your batter station for four.	5	1	"pound meat; season with salt, pepper"	pound; season with	"meat; salt, pepper"					1
3629	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:53.1	pork chops one angle work perfect in our battery station.	6	0								0
3630	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	00:56.0	"so you correct that into a pan and quickly whisk it up then, we 're going to put a flower on one plate."	7	1	"crack, whisk egg; put flower on plate"	crack; whisk;put	egg;egg;flower	 ; ;plate;				1
3631	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:00.7	"and , our bread crumbs on the other, which we just use from old bread that we toasted, and ride ourselves then, we take the pork chop basket in the flower."	8	0								1
3632	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:09.2	dunk it in the egg and make sure you get the bread crumbs spread evenly on both sides when your battery in your pork chops.	9	1	"batter pork chops with flour, egg, bread crumbs"	batter	pork chops				"with flour, egg, bread crumbs"	1
3633	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:15.2	"it 's going to get a little messy, so dive, right in with those fingers wiener, schnitzel is made with four common proteins on the lean side."	10	0								1
3634	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:27.5	"you 've got turkey and chicken and on the other side, you have pork and veal."	11	0								0
3635	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:31.1	"if you 're staying traditional, then you better be using veal."	12	0								0
3636	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:33.9	"because wiener, schnitzel is one of the national distance of austria, where, by law, if you 're using, that name, it must be made with veal."	13	0								0
3637	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:41.4	"now there is some debate over when wiener, schnitzel was originally created ranging from between the fifteenth and the seventeenth century."	14	0								0
3638	wiener schnitzel	https://www.youtube.com/watch?v=aKgeBCbVGgQ	01:48.6	"but we do know earliest recorded record of the use of the word wiener, schnitzel was in forty five in go the pork chops into our nice hot oil, be sure to give the panis shake that you spread the oil evenly over the pork chops and avoid them from sticking to the bottom about three and a half minutes in."	15	1	put pork chops in hot oil	put	pork chops	hot oil				1
