No,Title,VideoUrl,TimeStamp,Sentence,RowNumber,IsUsefulSentence,Key steps,Verb,Object(directly related with Verb),Location,Time,Temperature,Other important phrase(like with,Video Pred,Clip IDs
774,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:00.1,some of you have asked me to make chicken parmesan.,0,0,,,,,,,,throw bag,-ErPSunMfcs_0001
775,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:03.1,"so this week, that 's what i 'm doing, you 're going to need about a couple of pounds of chicken cutlets.",1,0,,,,,,,,"throw bag, open cupboard","-ErPSunMfcs_0001, -ErPSunMfcs_0002"
776,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:09.1,"two beaten eggs, an on this plate, i have bread crumbs.",2,0,,,,,,,,"open cupboard, open cupboard","-ErPSunMfcs_0002, -ErPSunMfcs_0003"
777,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:13.3,panko and parmesan cheese.,3,0,,,,,,,,"open cupboard, mix water","-ErPSunMfcs_0003, -ErPSunMfcs_0004"
778,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:15.7,you can just have bread crumbs and parmesan cheese.,4,0,,,,,,,,mix water,-ErPSunMfcs_0004
779,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:18.2,but i like to add the panko for a little crunch and just mix this up.,5,1,"mix bread crumbs, parmesan cheese, and panko",mix,"bread crumbs, parmesan cheese, panko",,,,,"mix water, put water","-ErPSunMfcs_0004, -ErPSunMfcs_0005"
780,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:22.7,take your cutlet and put it into the egg and then just coat it with your cheese and bread crumb mixture.,6,1,put chicken cutlet into egg; then coat it in cheese and bread crumb mixture,put; coat,"chicken cutlet;  cheese, bread crumb mixture",egg; ;,,,,"put water, open chicken, open rice","-ErPSunMfcs_0005, -ErPSunMfcs_0006, -ErPSunMfcs_0007"
781,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:31.2,"and i like to press it in hard, so it sticks really nice.",7,0,,,,,,,,"open rice, open bottle","-ErPSunMfcs_0007, -ErPSunMfcs_0008"
782,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:36.9,and i put them on a separate plate.,8,0,,,,,,,,open bottle,-ErPSunMfcs_0008
783,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:39.9,let 's do the rest of them fry your cutlets.,9,1,fry chicken cutlets,fry,chicken cutlets,,,,,"open bottle, check carrot","-ErPSunMfcs_0008, -ErPSunMfcs_0009"
784,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:42.4,i fried them about three minutes on each side now.,10,0,,,,,,,,"check carrot, wash hand","-ErPSunMfcs_0009, -ErPSunMfcs_0010"
785,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:45.3,take your cutlass and put them on some paper towels to drain while you make your next back.,11,1,put cutlass on paper towels,put,cutlass,paper towels,,,,"wash hand, take pot","-ErPSunMfcs_0010, -ErPSunMfcs_0011"
786,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,00:52.8,"after you done frying them put them on a cookie sheet that 's line data with parchment paper or so, so pet map.",12,1,put cutlets on cookie sheet,put,cutlets,cookie sheet,,,,"take pot, take drawer, take pan","-ErPSunMfcs_0011, -ErPSunMfcs_0012, -ErPSunMfcs_0013"
787,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:01.3,or you can just grease it with a spray.,13,0,,,,,,,,take pan,-ErPSunMfcs_0013
788,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:03.8,"then you take your marinade, and i.",14,1,put marinade on chicken,put,marinade,chicken,,,,"take pan, wash tap","-ErPSunMfcs_0013, -ErPSunMfcs_0014"
789,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:06.2,how link my recipe for this source.,15,0,,,,,,,,wash tap,-ErPSunMfcs_0014
790,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:09.1,"it 's my basic mara, nada modern odd marinara.",16,0,,,,,,,,"wash tap, wash hand","-ErPSunMfcs_0014, -ErPSunMfcs_0015"
791,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:14.3,"and just put some i do n't know, i 'm taught.",17,0,,,,,,,,"wash hand, look corn","-ErPSunMfcs_0015, -ErPSunMfcs_0016"
792,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:18.1,"you do n't have to drown it just a little bit is enough, thing takes slices of mozzarella cheese, and just put it on top.",18,1,put mozzarella cheese slices on top of chicken,put,mozzarella cheese,top of chicken,,,,"look corn, dry hand, remove courgette","-ErPSunMfcs_0016, -ErPSunMfcs_0017, -ErPSunMfcs_0018"
793,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:27.6,"some of them you might need to, i like a lot of cheese on it.",19,0,,,,,,,,"remove courgette, take grape","-ErPSunMfcs_0018, -ErPSunMfcs_0019"
794,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:32.8,now you 're going to put it into a four hundred or four fifty degree oven.,20,1,put chicken into oven,put ,chicken,oven,,400-450 degrees,,"take grape, dry hand","-ErPSunMfcs_0019, -ErPSunMfcs_0020"
795,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:36.8,and you 're going to put it in there for about ten minutes until the cheese gets nice and bubbly and melted it just came out of the oven.,21,0,,,,,,,,"dry hand, wash hand","-ErPSunMfcs_0020, -ErPSunMfcs_0021"
796,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:42.9,i 'm gonna try it.,22,0,,,,,,,,wash hand,-ErPSunMfcs_0021
797,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:44.2,look at that AH gotta love that cheese.,23,0,,,,,,,,"wash hand, wash hand","-ErPSunMfcs_0021, -ErPSunMfcs_0022"
798,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:47.9,look at that it 's gorgeous.,24,0,,,,,,,,wash hand,-ErPSunMfcs_0022
799,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:49.3,"i made some zoodles on the side, but you should actually make a better pasta with the source and then put the chicken parmesan on top.",25,0,,,,,,,,"wash hand, dry package, dry grape","-ErPSunMfcs_0022, -ErPSunMfcs_0023, -ErPSunMfcs_0024"
800,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,01:57.7,but i 'm trying to keep it a little low carb.,26,0,,,,,,,,"dry grape, dry bag","-ErPSunMfcs_0024, -ErPSunMfcs_0025"
801,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:00.2,so i did it with zoodles.,27,0,,,,,,,,"dry bag, dry rice","-ErPSunMfcs_0025, -ErPSunMfcs_0026"
802,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:06.0,"it 's all good, so go.",28,0,,,,,,,,"dry rice, dry salad","-ErPSunMfcs_0026, -ErPSunMfcs_0027"
803,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:10.5,i do n't always make this.,29,0,,,,,,,,dry salad,-ErPSunMfcs_0027
804,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:11.6,"it 's such an easy dish, and i really, really make this.",30,0,,,,,,,,"dry salad, dry bag","-ErPSunMfcs_0027, -ErPSunMfcs_0028"
805,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:15.2,but i do love it.,31,0,,,,,,,,dry bag,-ErPSunMfcs_0028
806,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:16.6,"and i hope you try this, do n't forget to thumbs up an enjoyable more dinner recipes, check out my playlist and do n't forget to subscribe.",32,0,,,,,,,,"dry bag, cut onion:spring, cut onion:spring","-ErPSunMfcs_0028, -ErPSunMfcs_0029, -ErPSunMfcs_0030"
807,chicken parmesan,https://www.youtube.com/watch?v=-ErPSunMfcs,02:25.9,i post a new video every saturday.,33,0,,,,,,,,"cut onion:spring, cut onion:spring","-ErPSunMfcs_0030, -ErPSunMfcs_0031"
808,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:02.6,"hey , everybody welcome to the wolfpit today, i 'm going to make an italian classic chicken parmesan.",0,0,,,,,,,,"take oil, take pizza","z6GDbQ7nqic_0001, z6GDbQ7nqic_0002"
809,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:07.8,"but i 'm going to do it on the grill, so there 's no branding and no frying just lots of flavor.",1,0,,,,,,,,"take pizza, take pizza","z6GDbQ7nqic_0002, z6GDbQ7nqic_0003"
810,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:14.3,"it 's easy and it 's delicious, so let 's get started.",2,0,,,,,,,,"take pizza, take pizza, put cheese","z6GDbQ7nqic_0003, z6GDbQ7nqic_0004, z6GDbQ7nqic_0005"
811,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:20.3,i 'm going to start by seizing my chicken and today.,3,0,,,,,,,,put cheese,z6GDbQ7nqic_0005
812,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:22.5,"i 'm using some boneless, skinless chicken breast, you can use bone in chicken or boneless, skinless chicken, thighs whatever kind of chicken will work in this recipe.",4,0,,,,,,,,"put cheese, wash hand, wash hand","z6GDbQ7nqic_0005, z6GDbQ7nqic_0006, z6GDbQ7nqic_0007"
813,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:30.1,"i 'm going to dress with extra virgin, olive oil salt, and pepper italian seasoning granulated.",5,1,"dress chicken with olive oil, salt, pepper, italian seasoning, granulated garlic, granulated onion, and crushed pepper flakes",dress,chicken,,,,"with olive oil, salt, pepper, italian seasoning, granulated garlic, granulated onion, and crushed pepper flakes","wash hand, look bread, squeeze tuna","z6GDbQ7nqic_0007, z6GDbQ7nqic_0008, z6GDbQ7nqic_0009"
814,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:40.4,garlic granulated onion and some crushed red pepper flakes.,6,0,,,,,,,,"squeeze tuna, mix tuna, sprinkle tuna","z6GDbQ7nqic_0009, z6GDbQ7nqic_0010, z6GDbQ7nqic_0011"
815,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:54.9,now flip over and seizing the other side.,7,0,,,,,,,,"sprinkle tuna, sprinkle cheese","z6GDbQ7nqic_0011, z6GDbQ7nqic_0012"
816,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,00:57.2,once there all season play some in the refrigerator for about an hour to marinate and today i 'm going to be using my napoleon four eighty five meraj gas grill.,8,1,place in refrigerator,place,chicken;,refrigerator, an hour,,,"sprinkle cheese, take tap, close water","z6GDbQ7nqic_0012, z6GDbQ7nqic_0013, z6GDbQ7nqic_0014"
817,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:07.7,the napoleon barrage four eighty five stainless steel gas grill has five burners for a total of seventy four thousand btus.,9,0,,,,,,,,"close water, turn-on freezer, put oven","z6GDbQ7nqic_0014, z6GDbQ7nqic_0015, z6GDbQ7nqic_0016"
818,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:15.3,that 's three main burners one rear.,10,0,,,,,,,,put oven,z6GDbQ7nqic_0016
819,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:17.9,infrared burner for rotisserie cooking and one infrared sizzle zone side burner.,11,0,,,,,,,,"put oven, take drawer","z6GDbQ7nqic_0016, z6GDbQ7nqic_0017"
820,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:24.0,"this gives you eight hundred fifteen square inches of total cooking area, and there 's some other features that really stand out for me.",12,0,,,,,,,,"take drawer, open fork","z6GDbQ7nqic_0017, z6GDbQ7nqic_0018"
821,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:29.7,one is the integrated cooler to where you can keep your condiments and drinks cold as well as an integrating cutting board.,13,0,,,,,,,,"open fork, turn-on microwave, open bacon","z6GDbQ7nqic_0018, z6GDbQ7nqic_0019, z6GDbQ7nqic_0020"
822,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:37.1,and then you have the eye glow backlight technology.,14,0,,,,,,,,open bacon,z6GDbQ7nqic_0020
823,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:39.5,"how many times have you been growing at night, fiddling with the flashlight trying to see where your temperature set.",15,0,,,,,,,,"open bacon, put bacon","z6GDbQ7nqic_0020, z6GDbQ7nqic_0021"
824,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:44.0,"now all you have to do is hit a button and your knobs, illuminate now.",16,0,,,,,,,,"put bacon, put lid, put lid","z6GDbQ7nqic_0021, z6GDbQ7nqic_0022, z6GDbQ7nqic_0023"
825,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:50.0,let 's go ahead and get the main burners lit one.,17,1,get main burners lit,lit,main burners,,,,,"put lid, search cloth","z6GDbQ7nqic_0023, z6GDbQ7nqic_0024"
826,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,01:58.8,"two and three and the infrared sizzle zone side burner to heat up some tomato sauce once the grill is preheated to three hundred fifty degrees i 'm going to go ahead, and sear, the chicken, off, for about three to four minutes per side after about five minutes, or tomato sauces come up to a simmer and.",18,1,heat up tomato sauce; sear the chicken,heat up; sear,tomato sauce;chicken,, ;3-4 minutes per side,preheated 350 degrees; ,,"search cloth, search cloth, take board:chopping, turn-off cloth, turn-off cloth, open bowl, take cupboard, take cupboard","z6GDbQ7nqic_0024, z6GDbQ7nqic_0025, z6GDbQ7nqic_0026, z6GDbQ7nqic_0027, z6GDbQ7nqic_0028, z6GDbQ7nqic_0029, z6GDbQ7nqic_0030, z6GDbQ7nqic_0031"
827,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,02:31.4,"now i 'm going to transfer it over to a pan to finish cooking the chicken in after about three minutes, i 'm going to go ahead and flip the chicken.",19,1,transfer tomato sauce into pan,transfer,tomato sauce,pan,,,,"take cupboard, take hand","z6GDbQ7nqic_0031, z6GDbQ7nqic_0032"
828,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,02:37.6,"once it 's got some nice color to it, and after about six minutes or so, and it 's got some nice color on both sides i 'm going to go ahead and transfer the chicken breast over into the sauce.",20,1,transfer chicken breast over into sauce,transfer,chicken breast,tomato sauce,,,,"take hand, put hand, take hand, take board:chopping, put hand","z6GDbQ7nqic_0032, z6GDbQ7nqic_0033, z6GDbQ7nqic_0034, z6GDbQ7nqic_0035, z6GDbQ7nqic_0036"
829,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,02:55.2,once all the chicken is in the pan.,21,0,,,,,,,,put hand,z6GDbQ7nqic_0036
830,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,02:56.8,"i 'm going to move the pan to the center of the grill, turn the center burner off and leave the two outside burners on low.",22,1,move the pan to the center of the grill,move,pan,center of grill,,,,"put hand, put grape","z6GDbQ7nqic_0036, z6GDbQ7nqic_0037"
831,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:03.2,"i 'm going to close the lid and cook this uncovered for about twenty minutes, or until the chicken is cooked through you do not want to over cook the chicken after cooking for another twenty minutes on low or chicken and sauce or done the chicken is beautiful.",23,1,close lid; cook for about 20 minutes,close; cook,lid ;chicken parmesan,, ;about 20 minutes,,,"put grape, put drawer, take drawer, take food","z6GDbQ7nqic_0037, z6GDbQ7nqic_0038, z6GDbQ7nqic_0039, z6GDbQ7nqic_0040"
832,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:19.1,"it smells amazing, the sauce is thickened up a little.",24,0,,,,,,,,"take food, put pepper","z6GDbQ7nqic_0040, z6GDbQ7nqic_0041"
833,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:22.2,now let 's get this played it up.,25,0,,,,,,,,"put pepper, put food, put food","z6GDbQ7nqic_0041, z6GDbQ7nqic_0042, z6GDbQ7nqic_0043"
834,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:34.2,and there you have it grilled chicken parmesan without all the breading fat in calories.,26,0,,,,,,,,"put food, take pan","z6GDbQ7nqic_0043, z6GDbQ7nqic_0044"
835,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:39.5,"but with all the flavor serve over top of the bed of spaghetti topped with lots and lots of parmesan cheese and enjoy if this looks like something you 'd like to try at home, please give me a thumbs up.",27,1,serve on top of spaghetti; top with parmesan cheese,serve on ;top with,spaghetti; parmesan cheese,,,,,"take pan, take pizza, take pizza, put pizza","z6GDbQ7nqic_0044, z6GDbQ7nqic_0045, z6GDbQ7nqic_0046, z6GDbQ7nqic_0047"
836,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:50.3,thank you all very much for watching.,28,0,,,,,,,,put pizza,z6GDbQ7nqic_0047
837,chicken parmesan,https://www.youtube.com/watch?v=z6GDbQ7nqic,03:52.2,i hope you give this a try and i 'll see you next time.,29,0,,,,,,,,"put pizza, put pizza, take pizza, take lid, take lid, take lid","z6GDbQ7nqic_0047, z6GDbQ7nqic_0048, z6GDbQ7nqic_0049, z6GDbQ7nqic_0050, z6GDbQ7nqic_0051, z6GDbQ7nqic_0052"
838,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:00.3,"how you two friends in this video, i 'm going to show you all how to make clam chowder.",0,0,,,,,,,,"remove pan, break pan","_Vzpj0cXoSM_0001, _Vzpj0cXoSM_0002"
839,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:08.0,secret recipe that she 's had all her life.,1,0,,,,,,,,"break pan, break pan","_Vzpj0cXoSM_0002, _Vzpj0cXoSM_0003"
840,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:10.5,"so , thank you so much, gramma more for this recipe.",2,0,,,,,,,,break pan,_Vzpj0cXoSM_0003
841,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:13.4,"and if you 're interested in learning how to make gramma, moras clam chowder stay tuned i already melted half a cup of butter into a large pot.",3,0,,,,,,,,"break pan, break pan, put water","_Vzpj0cXoSM_0003, _Vzpj0cXoSM_0004, _Vzpj0cXoSM_0005"
842,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:21.8,"i also dice one cup of onion as well as three fourth cup of green pepper, a half of a red pepper as well, and i also have a half cup of sellers all the contents in your large pots at a generous half teaspoon of time into your veggies, and just mix it up.",4,1,"mix up onions, peppers, sellers in pot",mix up,"onions, peppers, sellers",pot,,,,"put water, put water, put water, put water, put salt, put oil","_Vzpj0cXoSM_0005, _Vzpj0cXoSM_0006, _Vzpj0cXoSM_0007, _Vzpj0cXoSM_0008, _Vzpj0cXoSM_0009, _Vzpj0cXoSM_0010"
843,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:45.0,add half a teaspoon of bay leaf now that you add a couple of your seasonings.,5,1,add half teaspoon of bay leaf,add,bay leaf,,,,,"put salt, put oil, put water","_Vzpj0cXoSM_0009, _Vzpj0cXoSM_0010, _Vzpj0cXoSM_0011"
844,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:51.3,you 're just going to want to stir your contents until the vegetables are tended and add two cups of raw diced onions.,6,1,stir vegetables; add raw onions,stir; add,vegetables; raw diced onions,,,,,"put water, put water","_Vzpj0cXoSM_0011, _Vzpj0cXoSM_0012"
845,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,00:59.3,this is actually my second cup.,7,0,,,,,,,,"put water, put pepper","_Vzpj0cXoSM_0012, _Vzpj0cXoSM_0013"
846,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:00.8,"i already put the first trip mix the contents in mix everything together, then add two bottles of an eight ounce of clam juice to display the contents in here 's the second one.",8,1,mix everything; add clam juice,mix ;add,everything;clam juice,,,,,"put pepper, put oil, put water, put oil, close drawer","_Vzpj0cXoSM_0013, _Vzpj0cXoSM_0014, _Vzpj0cXoSM_0015, _Vzpj0cXoSM_0016, _Vzpj0cXoSM_0017"
847,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:21.6,it 's been about five minutes and it looks like it 's boiling so let 's go ahead and open it up.,9,0,,,,,,,,"close drawer, put pan","_Vzpj0cXoSM_0017, _Vzpj0cXoSM_0018"
848,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:28.4,"and this is when we 're going to add, are clams.",10,0,,,,,,,,"put pan, close cupboard","_Vzpj0cXoSM_0018, _Vzpj0cXoSM_0019"
849,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:32.0,so let me go ahead and open up those cans of clams and will be right to your heat to medium and add two cans of clams preferably?,11,1,reduce heat to medium; add clams,reduce; add,heat;clams,,,medium heat,,"close cupboard, put bowl, mix bowl","_Vzpj0cXoSM_0019, _Vzpj0cXoSM_0020, _Vzpj0cXoSM_0021"
850,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:42.5,fresh clams would be great but i could n't find them anywhere.,12,0,,,,,,,,"mix bowl, mix bowl","_Vzpj0cXoSM_0021, _Vzpj0cXoSM_0022"
851,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:45.3,so i 'm just using canned clams an whole clams is best.,13,0,,,,,,,,mix bowl,_Vzpj0cXoSM_0022
852,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:49.0,i could n't find whole clams.,14,0,,,,,,,,"mix bowl, put bowl","_Vzpj0cXoSM_0022, _Vzpj0cXoSM_0023"
853,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,01:50.6,"so i had to just settle for a chopped clams, an the recipe that justin 's grandmother grandma more gave us calls for two of these.",15,0,,,,,,,,"put bowl, close drawer, put bowl, mix bowl, mix bowl","_Vzpj0cXoSM_0023, _Vzpj0cXoSM_0024, _Vzpj0cXoSM_0025, _Vzpj0cXoSM_0026, _Vzpj0cXoSM_0027"
854,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:14.6,it 's extra clam juice and so here is my third one.,16,0,,,,,,,,"mix bowl, put salt, mix bowl, mix pepper","_Vzpj0cXoSM_0027, _Vzpj0cXoSM_0028, _Vzpj0cXoSM_0029, _Vzpj0cXoSM_0030"
855,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:26.1,and just mix everything.,17,1,mix clam chowder,mix,clam chowder,,,,,"mix pepper, put pepper","_Vzpj0cXoSM_0030, _Vzpj0cXoSM_0031"
856,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:32.9,"so now that you have your clams in, and it 's a medium heat you 're ready to add two cups of half and half.",18,1,add milk,add, milk,,,,,"put pepper, put cupboard, put egg","_Vzpj0cXoSM_0031, _Vzpj0cXoSM_0032, _Vzpj0cXoSM_0033"
857,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:41.4,so two cups.,19,0,,,,,,,,put egg,_Vzpj0cXoSM_0033
858,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:44.8,one do an.,20,0,,,,,,,,"put egg, check tortilla, take tortilla","_Vzpj0cXoSM_0033, _Vzpj0cXoSM_0034, _Vzpj0cXoSM_0035"
859,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:50.8,i like to use horizon organic half and half.,21,0,,,,,,,,take tortilla,_Vzpj0cXoSM_0035
860,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:53.4,but you can use any like.,22,0,,,,,,,,take tortilla,_Vzpj0cXoSM_0035
861,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:54.8,"so that 's two cups of half and, half.",23,0,,,,,,,,"take tortilla, take bread","_Vzpj0cXoSM_0035, _Vzpj0cXoSM_0036"
862,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,02:56.8,and you 're going to want to just go ahead and mix the contents does n't that look delicious.,24,1,mix clam chowder,mix,clam chowder,,,,,"take bread, take plate","_Vzpj0cXoSM_0036, _Vzpj0cXoSM_0037"
863,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:02.3,now that the half and half in there at ten tablespoons of flour gradually.,25,1,add flour,add,flour,,,,,"take plate, put fish","_Vzpj0cXoSM_0037, _Vzpj0cXoSM_0038"
864,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:08.4,"so at one and mix two and mix, and you 're going to do this continuously.",26,0,,,,,,,,"put fish, put tortilla, put tortilla, check potato, check tortilla, put tortilla","_Vzpj0cXoSM_0038, _Vzpj0cXoSM_0039, _Vzpj0cXoSM_0040, _Vzpj0cXoSM_0041, _Vzpj0cXoSM_0042, _Vzpj0cXoSM_0043"
865,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:33.8,this is the sixth one and as you can see the clam chowder is getting really thick.,27,0,,,,,,,,"put tortilla, put tortilla, open bread","_Vzpj0cXoSM_0043, _Vzpj0cXoSM_0044, _Vzpj0cXoSM_0045"
866,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:41.0,seven does n't that look delicious.,28,0,,,,,,,,"open bread, put potato","_Vzpj0cXoSM_0045, _Vzpj0cXoSM_0046"
867,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:46.5,"eight , nine and years of tenth.",29,0,,,,,,,,"put potato, put pan","_Vzpj0cXoSM_0046, _Vzpj0cXoSM_0047"
868,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:53.0,i 'm just going to make it a heaping.,30,0,,,,,,,,put pan,_Vzpj0cXoSM_0047
869,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:54.5,"one see that, that 's the tenth one.",31,0,,,,,,,,"put pan, put cheese","_Vzpj0cXoSM_0047, _Vzpj0cXoSM_0048"
870,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,03:57.2,"i 've actually like eleven, and then you 're going to stir, i like to use my little hot pad, so as you can see it 's really thick.",32,1,stir clam chowder,stir,clam chowder,,,,,"put cheese, close cupboard, put tomato, put board:chopping","_Vzpj0cXoSM_0048, _Vzpj0cXoSM_0049, _Vzpj0cXoSM_0050, _Vzpj0cXoSM_0051"
871,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,04:11.4,you can add more flour if you like it much more thicker.,33,0,,,,,,,,put board:chopping,_Vzpj0cXoSM_0051
872,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,04:14.7,but i think this is perfect because it 'll get thick throughout like it 'll get thick in time.,34,0,,,,,,,,"put board:chopping, put cupboard, check food","_Vzpj0cXoSM_0051, _Vzpj0cXoSM_0052, _Vzpj0cXoSM_0053"
873,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,04:22.7,"look at that does n't look amazing, does not look good time.",35,0,,,,,,,,"check food, put pan","_Vzpj0cXoSM_0053, _Vzpj0cXoSM_0054"
874,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,04:27.3,"yum , we 're going to add two teaspoons of porchester sauce, worchester sauce.",36,1,add two teaspoons of worcestershire sauce,add,worcestershire sauce,,,,,"put pan, put potato, take salt","_Vzpj0cXoSM_0054, _Vzpj0cXoSM_0055, _Vzpj0cXoSM_0056"
875,clam chowder,https://www.youtube.com/watch?v=_Vzpj0cXoSM,04:37.3,i ca n't say it.,37,0,,,,,,,,take salt,_Vzpj0cXoSM_0056
